country,iso2,year,new.labconf,new.clindx,new.ep,ret.rel.labconf,ret.rel.clindx,ret.rel.ep,ret.nrel,ret.nrel.clindx,c.newunk,c.newinc,c.ret,c.notified,pulm.labconf.new,pulm.labconf.ret,pulm.labconf.unk,notif.foreign,rel.in.agesex.flg,agegroup.option,newrel.m04,newrel.m59,newrel.m1014,newrel.m514,newrel.m014,newrel.m1519,newrel.m2024,newrel.m1524,newrel.m2534,newrel.m3544,newrel.m4554,newrel.m5564,newrel.m65,newrel.m15plus,newrel.mu,newrel.f04,newrel.f59,newrel.f1014,newrel.f514,newrel.f014,newrel.f1519,newrel.f2024,newrel.f1524,newrel.f2534,newrel.f3544,newrel.f4554,newrel.f5564,newrel.f65,newrel.f15plus,newrel.fu,c.new.014,rdx.data.available,newinc.rdx,rdxsurvey.newinc,rdxsurvey.newinc.rdx,gaps.na.tbcases,remarks.tbcases,conf.rr.nfqr,conf.rr.fqr,unconf.rr.nfqr.tx,conf.rr.nfqr.tx,rrmdr.014.tx,conf.rr.fqr.tx,mdrxdr.bdq.used,mdrxdr.bdq.tx,mdrxdr.alloral.used,mdrxdr.alloral.tx,mdr.alloral.short.used,mdr.alloral.short.tx,mdr.tx.adsm,gaps.na.mdr.patients,remarks.mdr.patients,r.rlt.new,r.rlt.ret,rr.new,rr.ret,r.rlt.rel,rr.rel,dst.rlt.new,dst.rlt.ret,dst.rlt.hr.new,dst.rlt.hr.ret,dst.rlt.rr.new,dst.rlt.rr.ret,mdr.new,mdr.ret,rr.dst.rlt.fq,rr.fqr,rr.fqr.bdqr.lzdr,rr.fqr.bdqs.lzdr,rr.fqr.bdqu.lzdr,rr.fqr.bdqr.lzds,rr.fqr.bdqs.lzds,rr.fqr.bdqu.lzds,rr.fqr.bdqr.lzdu,rr.fqr.bdqs.lzdu,rr.fqr.bdqu.lzdu,gaps.na.dr.surveillance,remarks.dr.surveillance,newrel.tbhiv.flg,newrel.hivtest,newrel.hivpos,newrel.art,tbhiv.014.flg,newrel.hivtest.014,newrel.hivpos.014,newrel.art.014,gaps.na.hiv.patients,remarks.hiv.patients,hiv.tbrx.art,hiv.tbrx.art.NA,hiv.tbrx.art.NI.reason,hiv.tbrx.art.remarks,hiv.tbdetect,hiv.reg.new2,hiv.tbdetect.hiv.reg.new2.NA,hiv.tbdetect.hiv.reg.new2.NI.reason,hiv.tbdetect.hiv.reg.new2.remarks,hiv.tpt.eligible.start,hiv.tpt.eligible,hiv.art.tpt.start,hiv.art,hiv.tpt.eligible.start.NA,hiv.tpt.eligible.start.NI.reason,hiv.tpt.eligible.start.remarks,hiv.tpt.completed,hiv.tpt.eligible.start.ym2,hiv.tpt.completed.NA,hiv.tpt.completed.NI.reason,hiv.tpt.completed.remarks,hiv.unaids.date.exported,tbhiv.surveil,tbhiv.surv.prev,tbhiv.surv.yr,tbhiv.surv.cil,tbhiv.surv.ciu,tbhiv.sentin.prev,tbhiv.sentin.yr,tbhiv.sentin.cil,tbhiv.sentin.ciu,gaps.na.nonroutine.hiv,remarks.nonroutine.hiv,total.deaths.vr,r00.r99.deaths.vr,tbdeaths.vr,gaps.na.tbdeaths,remarks.tbdeaths
Uganda,UG,2020,31006,23471,3215,1972,1128,95,1639,,57692,60887,4834,62526,30986,3085,20,2088,1,220,1879,1044,777,,,1086,2498,,8279,9085,3970,,,24918,9844,1620,938,812,,,994,2170,,5102,4076,1630,,,13972,5083,7070,60,38807,,,1,"2.9 = The country surveillance system has age groups with range of 5 years, however the age groups end at 50years, with final age group as 50+ years, hence
1. 45-54 represents 45-50 years only
2. 50+years includes majority of the patients whose age groups are unknown",465,5,23,428,40,5,1,252,1,179,1,252,72,0,,19401,1971,389,107,,,253,68,161,34,189,42,149,23,286,31,8,,23,,,,,,,1,2.39 and 2.4 Linezolid testing was initiated in 2021 in the country,1,60600,20075,19394,1,6895,1156,740,0,,20087,0,,,15423,144270,0,,,285844,720774,,,0,,,272295,301640,0,,,2021-06-28,0,,,,,,,,,0,,,,,,
United States of America,US,2020,4676,717,1456,,,,318,,6849,6849,318,7167,4614,224,62,5120,1,220,81,28,38,,,124,249,,617,546,593,746,1112,3987,0,83,35,50,,,109,187,,461,399,324,413,653,2546,1,315,0,,,,1,,67,1,0,55,0,1,1,,3,,0,,55,1,"2.14 and 2.15, 2.20 - numbers based on the new definition of resistance to fluoroquinolones (LEVO and MOXI only).  We know that patients have been started on Bedaquiline for the treatment of MDR TB, pre-XDR TB, and XDR TB but do not have a full accounting of the number of patients.",4370,189,47,9,,,4359,189,360,28,47,9,40,8,8,1,0,0,0,0,0,0,0,0,1,1,"2.36 and 2.37 - based on new definition of fluoroquinolones.
2.38 - 2.40 - unknown testing to bedaquiline and linezolid.  Will be collecting both with new collection tool being rolled out over the next two years.",0,6073,290,,,223,0,,1,Patients with previous episodes of TB are excluded from the totals.,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,2021-06-28,0,,,,,,,,,0,,,,,,
Uruguay,UY,2020,594,175,112,61,17,9,111,,881,968,198,1079,594,83,0,19,1,221,15,,,16,,,,101,137,126,103,65,100,632,0,6,,,24,,,,56,58,42,44,35,40,275,0,61,60,487,,,0,,13,0,1,12,0,0,1,9,1,1,1,2,13,0,,476,79,9,4,,,12,6,5,3,9,3,2,0,11,0,0,0,0,0,0,0,0,0,0,0,No se cuenta con PSD como Linezolid y Bedaquilina,1,884,122,56,1,61,0,0,0,"EL Programa VIH-SIDA completo con datos provistos por el PNT que se interpretaron incorrectamente. Nos informan que el informe esta editado y no pueden hacer correcciones.
Agradecemos le informen a ellos del problema para hacer la corrección",122,0,,,58,825,0,,,,,,,1,,,,,1,,,2021-06-28,0,,,,,,,,,0,,,,,,
Uzbekistan,UZ,2020,3946,2505,4442,833,203,182,2016,1082,10893,12111,3234,14127,3946,1767,0,0,1,221,131,,,786,,,,681,995,1013,1082,1015,910,5696,,108,,,708,,,,625,977,743,674,786,877,4682,,1733,60,11062,,,1,,1400,378,84,1400,59,427,1,190,0,,1,18,1911,1,,3946,1767,721,679,833,368,3946,1499,721,929,721,679,721,673,1400,378,9,0,0,0,369,0,,,,1,,1,12111,379,287,,,,,1,,374,0,,,495,3089,0,,,,,,,0,,,,,0,,,2021-06-28,0,,,,,,,,,0,,,,401,1,
Saint Vincent and the Grenadines,VC,2020,13,0,0,0,0,0,0,,13,13,0,13,13,0,0,0,1,220,1,0,0,,,0,0,,3,2,3,2,0,10,0,0,0,0,,,0,0,,0,0,2,0,0,2,0,1,60,13,,,0,,0,0,0,0,0,0,0,,0,,0,,0,0,,13,0,0,0,,,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drug resistant TB not identified in country,1,13,4,4,1,1,0,0,0,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,2021-06-28,0,,,,,,,,,0,,,,,,
Venezuela (Bolivarian Republic of),VE,2020,5866,1600,1173,413,82,16,308,,8639,9150,819,9458,5866,641,0,19,1,220,68,50,50,,,274,1019,,2008,986,635,522,507,5951,0,75,50,69,,,236,338,,658,510,387,350,358,2837,0,362,60,161,,,0,,22,0,0,22,0,0,1,10,1,11,1,10,22,0,,107,148,5,17,,,61,126,4,14,3,15,3,11,22,0,0,0,0,0,0,0,0,0,0,0,"Para el 2020 el laboratorio no cuenta con la droga para realizar pruebas de sensibilidad, esta por llegar este año 2021",1,3893,329,206,1,113,7,4,0,,206,0,,,118,4970,0,,,,,,,0,,,42,48,0,,,2021-06-28,0,,,,,,,,,0,,,,,,
British Virgin Islands,VG,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,2021-06-28,,,,,,,,,,,,,,,,
Viet Nam,VN,2020,54346,19567,19695,4972,948,324,1853,,93608,99852,8097,101705,54317,6214,29,17,1,221,284,,,468,,,,5250,10096,12443,15345,14568,13052,70754,,157,,,487,,,,3626,5726,4391,3736,4223,5949,27651,,1396,60,46744,,,1,"The difference in 2.9 and 2.1 + 2.2 + 2.3 due to we have 51 cases with previous treatment history is unknown.
Besides, in our system, we do not have the unknown previous treatment history disaggregated number by sex",3374,340,0,3035,17,259,1,231,1,492,1,103,1532,0,2.20: still based on old definitions of preXDR/XDR,46408,6113,1894,989,3434,645,0,1522,0,738,0,532,0,496,2295,340,,,,,,,,,,1,,1,83479,2747,2298,,,,,0,"We had a talk with AIDS Programme and agree that we will use our own data, so 2298 is a correct number",2791,0,,,2343,17904,0,,,,,15981,155974,0,,,,,1,,,2021-06-28,0,,,,,,,,,0,,,,,,
Vanuatu,VU,2020,46,6,30,1,0,0,0,,82,83,1,83,46,1,0,0,1,222,,,,,4,,,4,8,7,14,7,1,41,0,,,,,4,,,11,3,8,4,5,3,34,0,8,60,30,,,0,,0,0,0,0,0,0,0,,0,,0,,0,0,,43,0,0,0,,,43,0,43,0,0,0,0,0,0,0,0,,,0,,,0,,,1,,1,76,0,0,,,,,0,No new HIV cases so far.,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,2021-06-28,0,,,,,,,,,0,,,,,,
Wallis and Futuna Islands,WF,2020,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,220,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,5,,,,0,,0,0,0,0,0,0,0,,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,,,,,0,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,2021-06-28,0,,,,,,,,,0,,,,,,
Samoa,WS,2020,11,1,1,0,,,0,,13,13,0,13,11,0,0,0,1,220,,,,,,,1,,1,1,,2,,5,,,,,,,1,1,,4,,,2,,8,,,60,13,,,1,,0,0,0,0,0,0,0,,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,13,0,0,,,,,0,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,2021-06-28,0,,,,,,,,,1,,,,,,
Kosovo,XA,2020,134,162,116,11,10,6,2,1,412,439,29,441,133,12,1,1,1,221,2,,,3,,,,36,31,21,27,27,51,193,0,3,,,3,,,,34,42,27,37,42,55,237,0,11,60,438,,,1,,0,0,0,0,0,0,0,,0,,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,2021-06-28,0,,,,,,,,,1,,,,,1,"Since there is no strong vital statistics system in place, TB mortality rate is still derived from routine surveillance system through electronic database SIM-TB. There plans (transition grant - GFATM) that from next year the system for this data collection to be developed "
Yemen,YE,2020,2379,2704,3541,145,54,37,51,,8624,8860,287,8911,2371,171,8,0,1,221,202,,,334,,,,821,943,767,642,588,477,4238,5,153,,,301,,,,749,848,610,605,466,346,3624,3,990,60,2724,,,1,"  The cases in 2.9 = 8852 (distribution new and relapse cases by age and sex according to WHO definition and cannot be equal with 2.1 +2.2.+2.3=8860  because it includes 8 previously treated unknown history cases) 

please delete the note which says the (2.9) should equal (2.1 +2.2.+2.3.)  ",47,0,0,55,2,0,1,48,1,48,0,,0,1,,460,45,21,26,,,17,28,16,7,8,26,7,5,0,0,0,0,0,0,0,0,0,0,0,1,,1,1294,25,0,,,,,1,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,2021-06-28,0,,,,,,,,,1,,,,,,
South Africa,ZA,2020,92650,58398,23200,10453,4957,1416,16958,,174248,191074,33784,208032,92650,19888,0,,1,220,4409,1137,1191,,,3780,9065,,28984,31118,19862,11730,1642,106181,0,3998,1074,1749,,,4576,8786,,22174,17503,10206,6046,2044,71335,0,13558,60,117087,,,0,For 2.6: Country information is not disaggregated according to nationality - but all nations are provided TB services within the country.,6051,733,87,6051,162,733,1,6871,1,1259,1,4879,6784,0,2.27 All patients are monitored for adverse events. The system is currently passive. The PIVMS for active monitoring will be piloted in 2021,92650,19888,2404,3647,10453,1446,92650,19888,1691,1290,2404,3647,1562,1249,6051,345,7,3,1,11,104,7,168,34,10,0,,1,126067,89767,79902,1,5573,1660,1461,0,"The number to be used is 79 902, as this the final cohort data. This data is only collected in the TB Information systems. The data submitted by NAP was was incomplete as it was before the finalisation of the 2020 annual data set and it does not include DR-TB data. ",56570,0,,,30128,536060,0,,,,,,,0,,,,,0,,"Initiations from 01/10/2018 to 01/09/2019 
Data captured in Tier.Net ,not all districts report on this indicator
",2021-06-28,0,,,,,,,,,0,,,,,,
Zambia,ZM,2020,16975,14989,2848,1793,3068,327,726,,34812,40000,5914,40726,16975,2113,,,1,221,720,,,725,,,,2377,6617,7212,4287,2098,2011,24602,,633,,,646,,,,1899,3152,3193,1994,1197,1239,12674,,2724,60,40000,,,1,,481,3,8,481,12,3,1,486,1,420,1,72,492,0,,15390,1855,372,88,1528,77,298,46,114,19,101,19,72,15,103,3,,,,,,,,,3,1,,0,38000,14925,14673,0,,,,0,,14673,0,,,14673,177568,0,,"The country does not currently track PLHIV with active TB among those that are newly enrolled in HIV treatment, but rather reports TB patients testing positive to HIV started on ART. As such, the data (numerator) provided in the report is from the cases that were notified in 2020, while the denominator is from the HIV program (newly enrolled in HIV care). This is used as a proxy, as the country does not currently track active TB in the HIV population.
",300682,1179031,300682,1179031,0,,,155611,189769,0,,,2021-06-28,0,,,,,,,,,0,,,,,,
Zimbabwe,ZW,2020,8072,5913,1140,329,210,64,291,,15125,15728,894,16019,8050,448,22,,1,220,233,101,134,,,302,672,,2516,3092,1599,717,724,9622,0,220,73,151,,,303,552,,1360,1396,733,448,402,5194,0,912,60,14560,,,1,"Among the cases reported in questions 2.1 – 2.4, total number of TB cases reported among foreign-born individuals (or among non-citizens if that is the criterion used in your country): The programme does not collect data for this indicator ",224,7,0,208,4,2,1,168,1,21,1,106,208,0,,7361,410,124,100,329,7,224,90,33,37,33,46,25,37,224,2,,,,,,,,,,1,,1,15499,8397,7844,0,,,,0,"The number recorded as HIV positive was 8394 in UNAIDS AIDS Programme report while in TB report was 8397. The difference of 3 was due to update of the DHIS2.3 system. Among HIV-positive new and relapse TB patients reported, the number started or continued on antiretroviral therapy (ART) is 7844 according to the DHIS2. The same figure was provided to the NAC for their global report and the difference is due to wrong data entered into the GAM report and NAC will update the GAM ",8394,0,,,7836,77650,0,,,,,,,1,,,,,1,,,2021-06-28,0,,,,,,,,,0,,,,,,
